Time (Seconds),Phase Error (ns),Frequency Error (ns/ns),Temperature (deg C),Regression,Residual,,Aging Factor (1/s),Temperature Dependence (1/degC),Offset
158730,3996.673743,5.22E-11,25.73920402,5.08684E-11,-1.37E-12,,,,
158740,3997.196181,5.22E-11,25.73916166,5.08744E-11,-1.37E-12,,,,
158750,3997.718727,5.23E-11,25.73911928,5.08804E-11,-1.37E-12,,,,
158760,3998.241331,5.23E-11,25.73907696,5.08864E-11,-1.37E-12,,,,
158770,3998.764002,5.23E-11,25.73903463,5.08924E-11,-1.37E-12,,,,
158780,3999.286791,5.23E-11,25.73899226,5.08984E-11,-1.38E-12,,,,
158790,3999.809635,5.23E-11,25.73894989,5.09045E-11,-1.38E-12,,,,
158800,4000.332551,5.23E-11,25.73890756,5.09105E-11,-1.38E-12,,,,
158810,4000.855539,5.23E-11,25.73886509,5.09165E-11,-1.38E-12,,,,
158820,4001.378616,5.23E-11,25.73882272,5.09225E-11,-1.39E-12,,,,
158830,4001.901764,5.23E-11,25.73878027,5.09285E-11,-1.39E-12,,,,
158840,4002.425,5.23E-11,25.7387379,5.09345E-11,-1.39E-12,,,,
158850,4002.948324,5.23E-11,25.7386956,5.09405E-11,-1.39E-12,,,,
158860,4003.471681,5.23E-11,25.73865312,5.09466E-11,-1.39E-12,,,,
158870,4003.995152,5.23E-11,25.73861068,5.09526E-11,-1.39E-12,,,,
158880,4004.518693,5.24E-11,25.7385683,5.09586E-11,-1.40E-12,,,,
158890,4005.0423,5.24E-11,25.73852583,5.09646E-11,-1.40E-12,,,,
158900,4005.565986,5.24E-11,25.73848337,5.09706E-11,-1.40E-12,,,,
158910,4006.089773,5.24E-11,25.73844093,5.09767E-11,-1.40E-12,,,,
158920,4006.613628,5.24E-11,25.73839847,5.09827E-11,-1.40E-12,,,,
158930,4007.137551,5.24E-11,25.73835604,5.09887E-11,-1.40E-12,,,,
158940,4007.661557,5.24E-11,25.73831353,5.09947E-11,-1.41E-12,,,,
158950,4008.185636,5.24E-11,25.73827116,5.10007E-11,-1.41E-12,,,,
158960,4008.70977,5.24E-11,25.73822864,5.10068E-11,-1.41E-12,,,,
158970,4009.234019,5.24E-11,25.73818613,5.10128E-11,-1.41E-12,,,,
158980,4009.758324,5.24E-11,25.73814362,5.10188E-11,-1.41E-12,,,,
158990,4010.282723,5.24E-11,25.73810114,5.10248E-11,-1.42E-12,,,,
159000,4010.807179,5.24E-11,25.73805858,5.10308E-11,-1.41E-12,,,,
159010,4011.33173,5.25E-11,25.73801607,5.10369E-11,-1.42E-12,,,,
159020,4011.856317,5.25E-11,25.73797357,5.10429E-11,-1.42E-12,,,,
159030,4012.381016,5.25E-11,25.73793103,5.10489E-11,-1.42E-12,,,,
159040,4012.905804,5.25E-11,25.73788851,5.10549E-11,-1.42E-12,,,,
159050,4013.430668,5.25E-11,25.73784603,5.1061E-11,-1.43E-12,,,,
159060,4013.955596,5.25E-11,25.7378034,5.1067E-11,-1.43E-12,,,,
159070,4014.480585,5.25E-11,25.73776084,5.1073E-11,-1.43E-12,,,,
159080,4015.005656,5.25E-11,25.73771831,5.1079E-11,-1.43E-12,,,,
159090,4015.530817,5.25E-11,25.73767575,5.10851E-11,-1.43E-12,,,,
159100,4016.056058,5.25E-11,25.73763315,5.10911E-11,-1.43E-12,,,,
159110,4016.581381,5.25E-11,25.73759058,5.10971E-11,-1.44E-12,,,,
159120,4017.106755,5.25E-11,25.73754796,5.11031E-11,-1.43E-12,,,,
159130,4017.632216,5.25E-11,25.73750538,5.11092E-11,-1.44E-12,,,,
159140,4018.157755,5.26E-11,25.73746275,5.11152E-11,-1.44E-12,,,,
159150,4018.683375,5.26E-11,25.73742017,5.11212E-11,-1.44E-12,,,,
159160,4019.209067,5.26E-11,25.73737758,5.11273E-11,-1.44E-12,,,,
159170,4019.734832,5.26E-11,25.73733495,5.11333E-11,-1.44E-12,,,,
159180,4020.260683,5.26E-11,25.73729231,5.11393E-11,-1.45E-12,,,,
159190,4020.786621,5.26E-11,25.73724962,5.11454E-11,-1.45E-12,,,,
159200,4021.31262,5.26E-11,25.73720706,5.11514E-11,-1.45E-12,,,,
159210,4021.83871,5.26E-11,25.73716437,5.11574E-11,-1.45E-12,,,,
159220,4022.364862,5.26E-11,25.73712173,5.11634E-11,-1.45E-12,,,,
159230,4022.891076,5.26E-11,25.73707905,5.11695E-11,-1.45E-12,,,,
159240,4023.417392,5.26E-11,25.73703641,5.11755E-11,-1.46E-12,,,,
159250,4023.943773,5.26E-11,25.73699371,5.11815E-11,-1.46E-12,,,,
159260,4024.470242,5.26E-11,25.73695104,5.11876E-11,-1.46E-12,,,,
159270,4024.996792,5.27E-11,25.73690835,5.11936E-11,-1.46E-12,,,,
159280,4025.523393,5.27E-11,25.73686563,5.11996E-11,-1.46E-12,,,,
159290,4026.050091,5.27E-11,25.73682289,5.12057E-11,-1.46E-12,,,,
159300,4026.576841,5.27E-11,25.73678023,5.12117E-11,-1.46E-12,,,,
159310,4027.103665,5.27E-11,25.73673749,5.12177E-11,-1.46E-12,,,,
159320,4027.630601,5.27E-11,25.73669479,5.12238E-11,-1.47E-12,,,,
159330,4028.157602,5.27E-11,25.73665203,5.12298E-11,-1.47E-12,,,,
159340,4028.684682,5.27E-11,25.73660926,5.12359E-11,-1.47E-12,,,,
159350,4029.21183,5.27E-11,25.73656658,5.12419E-11,-1.47E-12,,,,
159360,4029.739052,5.27E-11,25.73652387,5.12479E-11,-1.47E-12,,,,
159370,4030.266331,5.27E-11,25.73648105,5.1254E-11,-1.47E-12,,,,
159380,4030.793734,5.27E-11,25.7364383,5.126E-11,-1.48E-12,,,,
159390,4031.32118,5.27E-11,25.7363955,5.1266E-11,-1.48E-12,,,,
159400,4031.848722,5.28E-11,25.73635275,5.12721E-11,-1.48E-12,,,,
159410,4032.376315,5.28E-11,25.73630996,5.12781E-11,-1.48E-12,,,,
159420,4032.904002,5.28E-11,25.73626719,5.12842E-11,-1.48E-12,,,,
159430,4033.431762,5.28E-11,25.73622436,5.12902E-11,-1.49E-12,,,,
159440,4033.95961,5.28E-11,25.73618161,5.12962E-11,-1.49E-12,,,,
159450,4034.487511,5.28E-11,25.73613875,5.13023E-11,-1.49E-12,,,,
159460,4035.015498,5.28E-11,25.73609592,5.13083E-11,-1.49E-12,,,,
159470,4035.54357,5.28E-11,25.73605309,5.13144E-11,-1.49E-12,,,,
159480,4036.071696,5.28E-11,25.73601029,5.13204E-11,-1.49E-12,,,,
159490,4036.599927,5.28E-11,25.73596745,5.13264E-11,-1.50E-12,,,,
159500,4037.128219,5.28E-11,25.73592455,5.13325E-11,-1.50E-12,,,,
159510,4037.656582,5.28E-11,25.73588178,5.13385E-11,-1.50E-12,,,,
159520,4038.185048,5.28E-11,25.73583886,5.13446E-11,-1.50E-12,,,,
159530,4038.713576,5.29E-11,25.73579599,5.13506E-11,-1.50E-12,,,,
159540,4039.242168,5.29E-11,25.73575308,5.13567E-11,-1.50E-12,,,,
159550,4039.770832,5.29E-11,25.73571018,5.13627E-11,-1.50E-12,,,,
159560,4040.299585,5.29E-11,25.73566732,5.13688E-11,-1.51E-12,,,,
159570,4040.828417,5.29E-11,25.73562441,5.13748E-11,-1.51E-12,,,,
159580,4041.357299,5.29E-11,25.73558149,5.13808E-11,-1.51E-12,,,,
159590,4041.88631,5.29E-11,25.73553863,5.13869E-11,-1.51E-12,,,,
159600,4042.415348,5.29E-11,25.7354957,5.13929E-11,-1.51E-12,,,,
159610,4042.944445,5.29E-11,25.7354528,5.1399E-11,-1.51E-12,,,,
159620,4043.473672,5.29E-11,25.73540985,5.1405E-11,-1.52E-12,,,,
159630,4044.00295,5.29E-11,25.73536689,5.14111E-11,-1.52E-12,,,,
159640,4044.532326,5.29E-11,25.73532396,5.14171E-11,-1.52E-12,,,,
159650,4045.061753,5.29E-11,25.73528098,5.14232E-11,-1.52E-12,,,,
159660,4045.591297,5.30E-11,25.73523804,5.14292E-11,-1.53E-12,,,,
159670,4046.120843,5.30E-11,25.73519514,5.14353E-11,-1.52E-12,,,,
159680,4046.650501,5.30E-11,25.73515208,5.14413E-11,-1.52E-12,,,,
159690,4047.180212,5.30E-11,25.73510915,5.14474E-11,-1.52E-12,,,,
159700,4047.710057,5.30E-11,25.73506612,5.14534E-11,-1.53E-12,,,,
159710,4048.239957,5.30E-11,25.73502311,5.14595E-11,-1.53E-12,,,,
159720,4048.769907,5.30E-11,25.73498013,5.14655E-11,-1.53E-12,,,,
159730,4049.299949,5.30E-11,25.73493715,5.14716E-11,-1.53E-12,,,,
159740,4049.830086,5.30E-11,25.7348941,5.14776E-11,-1.54E-12,,,,
159750,4050.360236,5.30E-11,25.73485111,5.14837E-11,-1.53E-12,,,,
159760,4050.890538,5.30E-11,25.734808,5.14898E-11,-1.54E-12,,,,
159770,4051.420878,5.30E-11,25.734765,5.14958E-11,-1.54E-12,,,,
159780,4051.951279,5.30E-11,25.73472196,5.15019E-11,-1.54E-12,,,,
159790,4052.481785,5.31E-11,25.73467889,5.15079E-11,-1.54E-12,,,,
159800,4053.012348,5.31E-11,25.73463586,5.1514E-11,-1.54E-12,,,,
159810,4053.542996,5.31E-11,25.73459278,5.152E-11,-1.54E-12,,,,
159820,4054.073736,5.31E-11,25.73454971,5.15261E-11,-1.55E-12,,,,
159830,4054.604488,5.31E-11,25.73450661,5.15321E-11,-1.54E-12,,,,
159840,4055.135369,5.31E-11,25.73446355,5.15382E-11,-1.55E-12,,,,
159850,4055.666315,5.31E-11,25.73442044,5.15443E-11,-1.55E-12,,,,
159860,4056.197338,5.31E-11,25.73437728,5.15503E-11,-1.55E-12,,,,
159870,4056.728443,5.31E-11,25.73433425,5.15564E-11,-1.55E-12,,,,
159880,4057.259609,5.31E-11,25.7342911,5.15624E-11,-1.55E-12,,,,
159890,4057.790861,5.31E-11,25.73424808,5.15685E-11,-1.56E-12,,,,
159900,4058.322193,5.31E-11,25.73420486,5.15746E-11,-1.56E-12,,,,
159910,4058.853591,5.31E-11,25.7341617,5.15806E-11,-1.56E-12,,,,
159920,4059.38505,5.31E-11,25.73411859,5.15867E-11,-1.56E-12,,,,
159930,4059.916623,5.32E-11,25.73407548,5.15927E-11,-1.56E-12,,,,
159940,4060.448249,5.32E-11,25.73403224,5.15988E-11,-1.56E-12,,,,
159950,4060.979931,5.32E-11,25.73398912,5.16049E-11,-1.56E-12,,,,
159960,4061.511701,5.32E-11,25.73394594,5.16109E-11,-1.57E-12,,,,
159970,4062.043575,5.32E-11,25.73390276,5.1617E-11,-1.57E-12,,,,
159980,4062.575496,5.32E-11,25.73385961,5.1623E-11,-1.57E-12,,,,
159990,4063.107491,5.32E-11,25.73381637,5.16291E-11,-1.57E-12,,,,
160000,4063.639582,5.32E-11,25.73377323,5.16352E-11,-1.57E-12,,,,
160010,4064.171713,5.32E-11,25.73372998,5.16412E-11,-1.57E-12,,,,
160020,4064.703966,5.32E-11,25.73368676,5.16473E-11,-1.58E-12,,,,
160030,4065.236231,5.32E-11,25.73364354,5.16534E-11,-1.57E-12,,,,
160040,4065.768635,5.32E-11,25.73360033,5.16594E-11,-1.58E-12,,,,
160050,4066.301088,5.32E-11,25.73355705,5.16655E-11,-1.58E-12,,,,
160060,4066.8336,5.33E-11,25.73351378,5.16716E-11,-1.58E-12,,,,
160070,4067.366195,5.33E-11,25.73347059,5.16776E-11,-1.58E-12,,,,
160080,4067.89888,5.33E-11,25.7334273,5.16837E-11,-1.58E-12,,,,
160090,4068.431627,5.33E-11,25.73338396,5.16898E-11,-1.58E-12,,,,
160100,4068.964496,5.33E-11,25.7333408,5.16958E-11,-1.59E-12,,,,
160110,4069.497369,5.33E-11,25.73329749,5.17019E-11,-1.59E-12,,,,
160120,4070.030345,5.33E-11,25.73325424,5.1708E-11,-1.59E-12,,,,
160130,4070.563407,5.33E-11,25.73321089,5.1714E-11,-1.59E-12,,,,
160140,4071.096522,5.33E-11,25.7331676,5.17201E-11,-1.59E-12,,,,
160150,4071.629729,5.33E-11,25.73312428,5.17262E-11,-1.59E-12,,,,
160160,4072.163014,5.33E-11,25.73308097,5.17323E-11,-1.60E-12,,,,
160170,4072.696366,5.33E-11,25.73303768,5.17383E-11,-1.60E-12,,,,
160180,4073.229801,5.33E-11,25.73299431,5.17444E-11,-1.60E-12,,,,
160190,4073.76329,5.33E-11,25.73295093,5.17505E-11,-1.60E-12,,,,
160200,4074.296866,5.34E-11,25.73290766,5.17565E-11,-1.60E-12,,,,
160210,4074.830528,5.34E-11,25.73286426,5.17626E-11,-1.60E-12,,,,
160220,4075.364237,5.34E-11,25.73282094,5.17687E-11,-1.60E-12,,,,
160230,4075.898035,5.34E-11,25.73277751,5.17748E-11,-1.61E-12,,,,
160240,4076.431917,5.34E-11,25.73273415,5.17808E-11,-1.61E-12,,,,
160250,4076.965865,5.34E-11,25.7326908,5.17869E-11,-1.61E-12,,,,
160260,4077.499891,5.34E-11,25.7326474,5.1793E-11,-1.61E-12,,,,
160270,4078.034,5.34E-11,25.73260401,5.17991E-11,-1.61E-12,,,,
160280,4078.568163,5.34E-11,25.73256065,5.18051E-11,-1.61E-12,,,,
160290,4079.1024,5.34E-11,25.73251717,5.18112E-11,-1.61E-12,,,,
160300,4079.636763,5.34E-11,25.73247381,5.18173E-11,-1.62E-12,,,,
160310,4080.171127,5.34E-11,25.73243036,5.18234E-11,-1.61E-12,,,,
160320,4080.705587,5.34E-11,25.73238688,5.18295E-11,-1.62E-12,,,,
160330,4081.240165,5.35E-11,25.73234342,5.18355E-11,-1.62E-12,,,,
160340,4081.774787,5.35E-11,25.73229998,5.18416E-11,-1.62E-12,,,,
160350,4082.309484,5.35E-11,25.73225649,5.18477E-11,-1.62E-12,,,,
160360,4082.844243,5.35E-11,25.7322131,5.18538E-11,-1.62E-12,,,,
160370,4083.379113,5.35E-11,25.73216964,5.18598E-11,-1.63E-12,,,,
160380,4083.914021,5.35E-11,25.73212609,5.18659E-11,-1.62E-12,,,,
160390,4084.448993,5.35E-11,25.73208263,5.1872E-11,-1.63E-12,,,,
160400,4084.984078,5.35E-11,25.73203908,5.18781E-11,-1.63E-12,,,,
160410,4085.519217,5.35E-11,25.73199563,5.18842E-11,-1.63E-12,,,,
160420,4086.05443,5.35E-11,25.73195212,5.18903E-11,-1.63E-12,,,,
160430,4086.589721,5.35E-11,25.73190864,5.18963E-11,-1.63E-12,,,,
160440,4087.12509,5.35E-11,25.73186508,5.19024E-11,-1.63E-12,,,,
160450,4087.66053,5.35E-11,25.73182154,5.19085E-11,-1.64E-12,,,,
160460,4088.196048,5.36E-11,25.731778,5.19146E-11,-1.64E-12,,,,
160470,4088.731634,5.36E-11,25.7317345,5.19207E-11,-1.64E-12,,,,
160480,4089.267261,5.36E-11,25.73169093,5.19268E-11,-1.64E-12,,,,
160490,4089.803035,5.36E-11,25.73164735,5.19328E-11,-1.64E-12,,,,
160500,4090.338852,5.36E-11,25.73160379,5.19389E-11,-1.64E-12,,,,
160510,4090.874721,5.36E-11,25.73156024,5.1945E-11,-1.64E-12,,,,
160520,4091.410685,5.36E-11,25.73151663,5.19511E-11,-1.65E-12,,,,
160530,4091.946707,5.36E-11,25.73147305,5.19572E-11,-1.64E-12,,,,
160540,4092.482833,5.36E-11,25.73142938,5.19633E-11,-1.65E-12,,,,
160550,4093.018996,5.36E-11,25.73138573,5.19694E-11,-1.65E-12,,,,
160560,4093.555262,5.36E-11,25.7313422,5.19755E-11,-1.65E-12,,,,
160570,4094.091576,5.36E-11,25.73129856,5.19816E-11,-1.65E-12,,,,
160580,4094.627977,5.36E-11,25.73125491,5.19876E-11,-1.65E-12,,,,
160590,4095.164477,5.37E-11,25.73121129,5.19937E-11,-1.66E-12,,,,
160600,4095.701016,5.37E-11,25.73116766,5.19998E-11,-1.65E-12,,,,
160610,4096.237651,5.37E-11,25.73112396,5.20059E-11,-1.66E-12,,,,
160620,4096.77436,5.37E-11,25.73108032,5.2012E-11,-1.66E-12,,,,
160630,4097.311129,5.37E-11,25.73103673,5.20181E-11,-1.66E-12,,,,
160640,4097.847964,5.37E-11,25.73099303,5.20242E-11,-1.66E-12,,,,
160650,4098.384877,5.37E-11,25.73094933,5.20303E-11,-1.66E-12,,,,
160660,4098.921896,5.37E-11,25.7309056,5.20364E-11,-1.67E-12,,,,
160670,4099.458947,5.37E-11,25.73086197,5.20425E-11,-1.66E-12,,,,
160680,4099.996085,5.37E-11,25.73081819,5.20486E-11,-1.67E-12,,,,
160690,4100.53332,5.37E-11,25.7307745,5.20547E-11,-1.67E-12,,,,
160700,4101.070605,5.37E-11,25.7307308,5.20608E-11,-1.67E-12,,,,
160710,4101.607953,5.37E-11,25.73068708,5.20668E-11,-1.67E-12,,,,
160720,4102.145399,5.37E-11,25.73064333,5.20729E-11,-1.67E-12,,,,
160730,4102.682934,5.38E-11,25.7305996,5.2079E-11,-1.67E-12,,,,
160740,4103.220518,5.38E-11,25.73055584,5.20851E-11,-1.67E-12,,,,
160750,4103.758166,5.38E-11,25.73051205,5.20912E-11,-1.67E-12,,,,
160760,4104.295877,5.38E-11,25.73046835,5.20973E-11,-1.67E-12,,,,
160770,4104.833695,5.38E-11,25.73042457,5.21034E-11,-1.68E-12,,,,
160780,4105.371571,5.38E-11,25.73038079,5.21095E-11,-1.68E-12,,,,
160790,4105.909525,5.38E-11,25.73033694,5.21156E-11,-1.68E-12,,,,
160800,4106.447542,5.38E-11,25.73029316,5.21217E-11,-1.68E-12,,,,
160810,4106.98567,5.38E-11,25.73024939,5.21278E-11,-1.68E-12,,,,
160820,4107.523843,5.38E-11,25.73020559,5.21339E-11,-1.68E-12,,,,
160830,4108.062096,5.38E-11,25.73016179,5.214E-11,-1.69E-12,,,,
160840,4108.600393,5.38E-11,25.73011789,5.21461E-11,-1.68E-12,,,,
160850,4109.138787,5.38E-11,25.73007408,5.21522E-11,-1.69E-12,,,,
160860,4109.677276,5.38E-11,25.73003023,5.21583E-11,-1.69E-12,,,,
160870,4110.215816,5.39E-11,25.72998641,5.21644E-11,-1.69E-12,,,,
160880,4110.754439,5.39E-11,25.72994255,5.21705E-11,-1.69E-12,,,,
160890,4111.293108,5.39E-11,25.72989863,5.21767E-11,-1.69E-12,,,,
160900,4111.831877,5.39E-11,25.72985478,5.21828E-11,-1.69E-12,,,,
160910,4112.370703,5.39E-11,25.72981089,5.21889E-11,-1.69E-12,,,,
160920,4112.909616,5.39E-11,25.72976703,5.2195E-11,-1.70E-12,,,,
160930,4113.448608,5.39E-11,25.72972313,5.22011E-11,-1.70E-12,,,,
160940,4113.987631,5.39E-11,25.72967924,5.22072E-11,-1.70E-12,,,,
160950,4114.52679,5.39E-11,25.7296353,5.22133E-11,-1.70E-12,,,,
160960,4115.066002,5.39E-11,25.7295914,5.22194E-11,-1.70E-12,,,,
160970,4115.605269,5.39E-11,25.72954747,5.22255E-11,-1.70E-12,,,,
160980,4116.144575,5.39E-11,25.72950349,5.22316E-11,-1.70E-12,,,,
160990,4116.684014,5.39E-11,25.72945955,5.22377E-11,-1.71E-12,,,,
161000,4117.223511,5.39E-11,25.72941558,5.22438E-11,-1.71E-12,,,,
161010,4117.763079,5.40E-11,25.72937163,5.22499E-11,-1.71E-12,,,,
161020,4118.302711,5.40E-11,25.72932764,5.2256E-11,-1.71E-12,,,,
161030,4118.842444,5.40E-11,25.72928374,5.22622E-11,-1.71E-12,,,,
161040,4119.382221,5.40E-11,25.72923971,5.22683E-11,-1.71E-12,,,,
161050,4119.922079,5.40E-11,25.72919576,5.22744E-11,-1.71E-12,,,,
161060,4120.462006,5.40E-11,25.72915178,5.22805E-11,-1.71E-12,,,,
161070,4121.00203,5.40E-11,25.72910776,5.22866E-11,-1.72E-12,,,,
161080,4121.542089,5.40E-11,25.72906369,5.22927E-11,-1.71E-12,,,,
161090,4122.082242,5.40E-11,25.72901965,5.22988E-11,-1.72E-12,,,,
161100,4122.622471,5.40E-11,25.72897566,5.23049E-11,-1.72E-12,,,,
161110,4123.162767,5.40E-11,25.72893165,5.23111E-11,-1.72E-12,,,,
161120,4123.703134,5.40E-11,25.72888758,5.23172E-11,-1.72E-12,,,,
161130,4124.243581,5.40E-11,25.72884351,5.23233E-11,-1.72E-12,,,,
161140,4124.784104,5.41E-11,25.72879943,5.23294E-11,-1.72E-12,,,,
161150,4125.324659,5.41E-11,25.72875539,5.23355E-11,-1.72E-12,,,,
161160,4125.865341,5.41E-11,25.72871138,5.23416E-11,-1.73E-12,,,,
161170,4126.406086,5.41E-11,25.72866722,5.23478E-11,-1.73E-12,,,,
161180,4126.946859,5.41E-11,25.72862316,5.23539E-11,-1.72E-12,,,,
161190,4127.487777,5.41E-11,25.72857901,5.236E-11,-1.73E-12,,,,
161200,4128.02873,5.41E-11,25.72853487,5.23661E-11,-1.73E-12,,,,
161210,4128.569717,5.41E-11,25.72849073,5.23722E-11,-1.73E-12,,,,
161220,4129.110848,5.41E-11,25.72844673,5.23783E-11,-1.73E-12,,,,
161230,4129.651993,5.41E-11,25.72840251,5.23845E-11,-1.73E-12,,,,
161240,4130.193239,5.41E-11,25.72835838,5.23906E-11,-1.73E-12,,,,
161250,4130.734558,5.41E-11,25.72831431,5.23967E-11,-1.74E-12,,,,
161260,4131.275944,5.41E-11,25.72827009,5.24028E-11,-1.74E-12,,,,
161270,4131.817412,5.41E-11,25.72822592,5.2409E-11,-1.74E-12,,,,
161280,4132.358926,5.42E-11,25.72818175,5.24151E-11,-1.74E-12,,,,
161290,4132.900566,5.42E-11,25.72813763,5.24212E-11,-1.74E-12,,,,
161300,4133.442205,5.42E-11,25.72809337,5.24273E-11,-1.74E-12,,,,
161310,4133.983961,5.42E-11,25.72804915,5.24334E-11,-1.74E-12,,,,
161320,4134.525772,5.42E-11,25.72800494,5.24396E-11,-1.74E-12,,,,
161330,4135.067671,5.42E-11,25.7279608,5.24457E-11,-1.74E-12,,,,
161340,4135.60966,5.42E-11,25.72791648,5.24518E-11,-1.75E-12,,,,
161350,4136.151713,5.42E-11,25.72787225,5.24579E-11,-1.75E-12,,,,
161360,4136.693806,5.42E-11,25.72782808,5.24641E-11,-1.75E-12,,,,
161370,4137.235988,5.42E-11,25.72778376,5.24702E-11,-1.75E-12,,,,
161380,4137.778243,5.42E-11,25.72773959,5.24763E-11,-1.75E-12,,,,
161390,4138.320576,5.42E-11,25.72769533,5.24824E-11,-1.75E-12,,,,
161400,4138.862984,5.42E-11,25.72765099,5.24886E-11,-1.75E-12,,,,
161410,4139.405456,5.42E-11,25.72760679,5.24947E-11,-1.75E-12,,,,
161420,4139.947979,5.43E-11,25.72756244,5.25008E-11,-1.75E-12,,,,
161430,4140.490611,5.43E-11,25.72751821,5.2507E-11,-1.76E-12,,,,
161440,4141.033298,5.43E-11,25.72747392,5.25131E-11,-1.76E-12,,,,
161450,4141.576061,5.43E-11,25.72742952,5.25192E-11,-1.76E-12,,,,
161460,4142.118895,5.43E-11,25.72738528,5.25254E-11,-1.76E-12,,,,
161470,4142.661827,5.43E-11,25.72734097,5.25315E-11,-1.76E-12,,,,
161480,4143.204793,5.43E-11,25.72729658,5.25376E-11,-1.76E-12,,,,
161490,4143.747824,5.43E-11,25.72725224,5.25438E-11,-1.76E-12,,,,
161500,4144.290958,5.43E-11,25.7272079,5.25499E-11,-1.76E-12,,,,
161510,4144.834145,5.43E-11,25.72716354,5.2556E-11,-1.76E-12,,,,
161520,4145.377425,5.43E-11,25.72711921,5.25622E-11,-1.77E-12,,,,
161530,4145.920749,5.43E-11,25.72707482,5.25683E-11,-1.76E-12,,,,
161540,4146.464157,5.43E-11,25.72703042,5.25744E-11,-1.77E-12,,,,
161550,4147.007654,5.43E-11,25.72698602,5.25806E-11,-1.77E-12,,,,
161560,4147.551189,5.44E-11,25.72694166,5.25867E-11,-1.77E-12,,,,
161570,4148.094827,5.44E-11,25.72689718,5.25928E-11,-1.77E-12,,,,
161580,4148.638532,5.44E-11,25.72685281,5.2599E-11,-1.77E-12,,,,
161590,4149.182296,5.44E-11,25.72680841,5.26051E-11,-1.77E-12,,,,
161600,4149.726125,5.44E-11,25.72676394,5.26112E-11,-1.77E-12,,,,
161610,4150.270017,5.44E-11,25.72671947,5.26174E-11,-1.77E-12,,,,
161620,4150.814026,5.44E-11,25.72667506,5.26235E-11,-1.78E-12,,,,
161630,4151.358073,5.44E-11,25.72663058,5.26297E-11,-1.78E-12,,,,
161640,4151.902211,5.44E-11,25.72658608,5.26358E-11,-1.78E-12,,,,
161650,4152.44642,5.44E-11,25.72654164,5.26419E-11,-1.78E-12,,,,
161660,4152.99069,5.44E-11,25.72649713,5.26481E-11,-1.78E-12,,,,
161670,4153.535021,5.44E-11,25.72645268,5.26542E-11,-1.78E-12,,,,
161680,4154.079447,5.44E-11,25.72640815,5.26604E-11,-1.78E-12,,,,
161690,4154.623909,5.44E-11,25.72636363,5.26665E-11,-1.78E-12,,,,
161700,4155.168484,5.45E-11,25.72631916,5.26727E-11,-1.78E-12,,,,
161710,4155.713117,5.45E-11,25.72627467,5.26788E-11,-1.78E-12,,,,
161720,4156.257817,5.45E-11,25.72623015,5.26849E-11,-1.79E-12,,,,
161730,4156.802581,5.45E-11,25.72618554,5.26911E-11,-1.79E-12,,,,
161740,4157.347432,5.45E-11,25.72614099,5.26972E-11,-1.79E-12,,,,
161750,4157.892363,5.45E-11,25.72609639,5.27034E-11,-1.79E-12,,,,
161760,4158.437359,5.45E-11,25.72605191,5.27095E-11,-1.79E-12,,,,
161770,4158.982401,5.45E-11,25.72600732,5.27157E-11,-1.79E-12,,,,
161780,4159.527514,5.45E-11,25.72596278,5.27218E-11,-1.79E-12,,,,
161790,4160.072728,5.45E-11,25.72591818,5.2728E-11,-1.79E-12,,,,
161800,4160.61803,5.45E-11,25.72587352,5.27341E-11,-1.80E-12,,,,
161810,4161.163355,5.45E-11,25.72582894,5.27403E-11,-1.79E-12,,,,
161820,4161.708789,5.45E-11,25.72578432,5.27464E-11,-1.80E-12,,,,
161830,4162.254257,5.45E-11,25.72573977,5.27526E-11,-1.79E-12,,,,
161840,4162.79978,5.46E-11,25.72569499,5.27587E-11,-1.79E-12,,,,
161850,4163.345423,5.46E-11,25.72565043,5.27649E-11,-1.80E-12,,,,
161860,4163.891148,5.46E-11,25.72560584,5.2771E-11,-1.80E-12,,,,
161870,4164.436921,5.46E-11,25.72556117,5.27772E-11,-1.80E-12,,,,
161880,4164.982746,5.46E-11,25.72551647,5.27833E-11,-1.80E-12,,,,
161890,4165.528666,5.46E-11,25.72547179,5.27895E-11,-1.80E-12,,,,
161900,4166.074649,5.46E-11,25.7254271,5.27956E-11,-1.80E-12,,,,
161910,4166.620697,5.46E-11,25.7253824,5.28018E-11,-1.80E-12,,,,
161920,4167.166832,5.46E-11,25.72533777,5.28079E-11,-1.81E-12,,,,
161930,4167.713019,5.46E-11,25.725293,5.28141E-11,-1.80E-12,,,,
161940,4168.259273,5.46E-11,25.7252482,5.28202E-11,-1.81E-12,,,,
161950,4168.805633,5.46E-11,25.72520353,5.28264E-11,-1.81E-12,,,,
161960,4169.35205,5.46E-11,25.72515882,5.28325E-11,-1.81E-12,,,,
161970,4169.898551,5.47E-11,25.72511407,5.28387E-11,-1.81E-12,,,,
161980,4170.445071,5.47E-11,25.72506931,5.28449E-11,-1.81E-12,,,,
161990,4170.991708,5.47E-11,25.72502458,5.2851E-11,-1.81E-12,,,,
162000,4171.538412,5.47E-11,25.72497981,5.28572E-11,-1.81E-12,,,,
162010,4172.085156,5.47E-11,25.72493505,5.28633E-11,-1.81E-12,,,,
162020,4172.632002,5.47E-11,25.72489026,5.28695E-11,-1.82E-12,,,,
162030,4173.178923,5.47E-11,25.72484546,5.28757E-11,-1.82E-12,,,,
